#     time conns tot_conn  tot_req      tot_bytes    err  cps  rps  Bps  bps   ttfb   ttlb 1xx 2xx 3xx 4xx 5xx
1786181984   100      100   492263       69409083      0 100. 492k 69M4 555M 202.5u 202.5u   0 492263   0   0   0 
1786181985   100      200   986743      139130263      0 99.9 493k 69M6 557M 202.2u 202.2u   0 494480   0   0   0 
1786181986   100      300  1483236      209135276      0 99.9 495k 69M9 559M 201.4u 201.4u   0 496493   0   0   0 
1786181987   100      400  1978291      278937531      0 99.9 494k 69M7 557M 201.9u 201.9u   0 495055   0   0   0 
1786181988   100      500  2473884      348815644      0 99.9 495k 69M8 558M 201.7u 201.7u   0 495593   0   0   0 
1786181989   100      600  2972429      419110130      0 99.9 498k 70M2 561M 200.5u 200.5u   0 498545   0   0   0 
1786181990   100      700  3468040      488990640      0 99.9 495k 69M8 558M 201.7u 201.7u   0 495611   0   0   0 
1786181991   100      800  3959788      558326608      0 99.9 491k 69M2 554M 203.3u 203.3u   0 491748   0   0   0 
1786181992   100      900  4455784      628261544      0 99.9 495k 69M8 558M 201.6u 201.6u   0 495996   0   0   0 
1786181993   100     1000  4952123      698244843      0 99.9 495k 69M9 559M 201.4u 201.4u   0 496339   0   0   0 
1786181994   100     1100  5449361      768354901      0 99.9 496k 70M0 560M 201.1u 201.1u   0 497238   0   0   0 
1786181995   100     1200  5944892      838224413      0 99.9 495k 69M7 558M 201.8u 201.8u   0 495531   0   0   0 
1786181996   100     1300  6440143      908054163      0 99.9 494k 69M7 558M 201.9u 201.9u   0 495251   0   0   0 
1786181997   100     1400  6933950      977680450      0 99.9 493k 69M5 556M 202.5u 202.5u   0 493807   0   0   0 
1786181998   100     1500  7429373     1047534593      0 99.9 494k 69M7 558M 201.8u 201.8u   0 495423   0   0   0 
1786181999   100     1600  7923097     1117149177      0 99.9 493k 69M5 556M 202.5u 202.5u   0 493724   0   0   0 
1786182000   100     1700  8415321     1186552261      0 99.9 491k 69M3 554M 203.1u 203.1u   0 492224   0   0   0 
1786182001   100     1800  8912295     1256625236      0 99.9 496k 70M0 560M 201.2u 201.2u   0 496974   0   0   0 
1786182002   100     1900  9408996     1326659436      0 99.9 496k 69M9 559M 201.3u 201.3u   0 496701   0   0   0 
1786182003   100     2000  9906012     1396738192      0 99.9 496k 70M0 560M 201.2u 201.2u   0 497016   0   0   0 
1786182004   100     2100 10401472     1466597693      0 99.9 494k 69M7 558M 201.8u 201.8u   0 495460   0   0   0 
1786182005   100     2200 10899171     1536772611      0 99.9 497k 70M1 560M 200.9u 200.9u   0 497699   0   0   0 
1786182006   100     2300 11397382     1607020003      0 99.9 497k 70M1 561M 200.7u 200.7u   0 498211   0   0   0 
1786182007   100     2400 11892406     1676817746      0 99.9 494k 69M7 557M 202.0u 202.0u   0 495024   0   0   0 
1786182008   100     2500 12386328     1746460248      0 99.9 493k 69M5 556M 202.4u 202.4u   0 493922   0   0   0 
1786182009   100     2600 12877742     1815749122      0 99.9 490k 69M2 553M 203.5u 203.5u   0 491414   0   0   0 
1786182010   100     2700 13374829     1885837889      0 99.9 496k 70M0 560M 201.1u 201.1u   0 497087   0   0   0 
1786182011   100     2800 13872422     1955998002      0 99.9 497k 70M0 560M 200.9u 200.9u   0 497593   0   0   0 
1786182012   100     2900 14368944     2026007104      0 99.9 496k 69M9 559M 201.4u 201.4u   0 496522   0   0   0 
1786182013   100     3000 14862276     2095566416      0 99.9 492k 69M4 555M 202.7u 202.7u   0 493332   0   0   0 
1786182014   100     3100 15357271     2165360211      0 99.9 494k 69M7 557M 202.0u 202.0u   0 494995   0   0   0 
1786182015   100     3200 15849983     2234832244      0 99.9 492k 69M4 555M 202.9u 202.9u   0 492713   0   0   0 
1786182016   100     3300 16342165     2304229406      0 99.9 491k 69M3 554M 203.1u 203.1u   0 492181   0   0   0 
1786182017   100     3400 16839819     2374398120      0 99.9 497k 70M0 560M 200.9u 200.9u   0 497654   0   0   0 
1786182018   100     3500 17335944     2444351104      0 99.9 495k 69M8 559M 201.5u 201.5u   0 496125   0   0   0 
1786182019   100     3600 17832860     2514415760      0 99.9 496k 69M9 559M 201.2u 201.2u   0 496916   0   0   0 
1786182020   100     3700 18330019     2584514679      0 99.9 496k 70M0 560M 201.1u 201.1u   0 497159   0   0   0 
1786182021   100     3800 18825128     2654324548      0 99.9 494k 69M7 557M 201.9u 201.9u   0 495109   0   0   0 
1786182022   100     3900 19322068     2724392588      0 99.9 496k 69M9 559M 201.2u 201.2u   0 496940   0   0   0 
1786182023   100     4000 19819486     2794528026      0 99.9 496k 70M0 560M 201.0u 201.0u   0 497418   0   0   0 
1786182024   100     4100 20316719     2864637379      0 99.9 496k 70M0 560M 201.1u 201.1u   0 497233   0   0   0 
1786182025   100     4200 20811077     2934341357      0 99.9 493k 69M6 557M 202.2u 202.2u   0 494358   0   0   0 
1786182026   100     4300 21306457     3004189437      0 99.9 494k 69M7 558M 201.8u 201.8u   0 495380   0   0   0 
1786182027   100     4400 21800733     3073881853      0 99.9 493k 69M6 556M 202.3u 202.3u   0 494276   0   0   0 
1786182028   100     4500 22295279     3143612339      0 99.9 494k 69M6 557M 202.2u 202.2u   0 494546   0   0   0 
1786182029   100     4600 22791532     3213583653      0 99.9 495k 69M9 559M 201.5u 201.5u   0 496253   0   0   0 
1786182030   100     4700 23288186     3283611226      0 99.9 496k 69M9 559M 201.3u 201.3u   0 496654   0   0   0 
1786182031   100     4800 23783411     3353437451      0 99.9 494k 69M7 558M 201.9u 201.9u   0 495225   0   0   0 
1786182032   100     4900 24278962     3423309642      0 99.9 495k 69M8 558M 201.7u 201.7u   0 495551   0   0   0 
1786182033   100     5000 24773004     3492969064      0 99.9 493k 69M5 556M 202.4u 202.4u   0 494042   0   0   0 
1786182034   100     5100 25268703     3562862123      0 99.9 495k 69M8 558M 201.7u 201.7u   0 495699   0   0   0 
1786182035   100     5200 25766742     3633085122      0 99.9 497k 70M1 561M 200.7u 200.7u   0 498039   0   0   0 
1786182036   100     5300 26261572     3702855652      0 99.9 494k 69M7 557M 202.0u 202.0u   0 494830   0   0   0 
1786182037   100     5400 26756412     3772627592      0 99.9 494k 69M7 557M 202.0u 202.0u   0 494840   0   0   0 
1786182038   100     5500 27254475     3842853975      0 99.9 497k 70M1 561M 200.8u 200.8u   0 498063   0   0   0 
1786182039   100     5600 27745592     3912100972      0 99.9 490k 69M1 553M 203.6u 203.6u   0 491117   0   0   0 
1786182040   100     5700 28237157     3981411137      0 99.9 491k 69M2 553M 203.4u 203.4u   0 491565   0   0   0 
1786182041   100     5800 28730097     4050915318      0 99.9 492k 69M4 555M 202.8u 202.8u   0 492940   0   0   0 
1786182042   100     5900 29225127     4120714048      0 99.9 494k 69M7 557M 202.0u 202.0u   0 495030   0   0   0 
1786182043   100     6000 29722380     4190826080      0 99.9 496k 70M0 560M 201.1u 201.1u   0 497253   0   0   0 
1786182044   100     6000 29722580     4190854280      0 0.00 199. 28k1 225k    -      -     0 200   0   0   0 
1786182045   100     6000 29722580     4190854280      0 0.00 0.00 0.00 0.00    -      -     0   0   0   0   0 
#======= Percentiles for time-to-first-byte and time-to-last-byte =======
# use $3:$5 $3:$7 with logscale X
# $1     $2      $3         $4       $5         $6       $7
#pctl   tail   invtail   ttfbcnt ttfb(ms)   ttlbcnt ttlb(ms)
10      90     1         1771893    0.198   1771893    0.198
20      80     1         5554444      0.2   5554444      0.2
30      70     1         5554444      0.2   5554444      0.2
40      60     2         9027491    0.201   9027491    0.201
50      50     2        13377143    0.202  13377143    0.202
55      45     2        13377143    0.202  13377143    0.202
60      40     3        13377143    0.202  13377143    0.202
65      35     3        17986062    0.203  17986062    0.203
70      30     3        17986062    0.203  17986062    0.203
75      25     4        22094314    0.204  22094314    0.204
80      20     5        22094314    0.204  22094314    0.204
82      18     6        22094314    0.204  22094314    0.204
84      16     6        22094314    0.204  22094314    0.204
86      14     7        25191565    0.205  25191565    0.205
88      12     8        25191565    0.205  25191565    0.205
90      10     10       25191565    0.205  25191565    0.205
91      9      11       25191565    0.205  25191565    0.205
92      8      13       27174439    0.206  27174439    0.206
93      7      14       27174439    0.206  27174439    0.206
94      6      17       27174439    0.206  27174439    0.206
95      5      20       27174439    0.206  27174439    0.206
95.5    4.5    22       28280385    0.207  28280385    0.207
96      4      25       28280385    0.207  28280385    0.207
96.5    3.5    29       28280385    0.207  28280385    0.207
97      3      33       28280385    0.207  28280385    0.207
97.5    2.5    40       28853614    0.208  28853614    0.208
98      2      50       28853614    0.208  28853614    0.208
98.5    1.5    67       29165246    0.209  29165246    0.209
99      1      100      29361792     0.21  29361792     0.21
99.1    0.9    111      29361792     0.21  29361792     0.21
99.2    0.8    125      29361792     0.21  29361792     0.21
99.3    0.7    143      29499555    0.211  29499555    0.211
99.4    0.6    167      29499555    0.211  29499555    0.211
99.5    0.5    200      29499555    0.211  29499555    0.211
99.55   0.45   222      29499555    0.211  29499555    0.211
99.6    0.4    250      29593194    0.212  29593194    0.212
99.65   0.35   286      29593194    0.212  29593194    0.212
99.7    0.3    333      29593194    0.212  29593194    0.212
99.75   0.25   400      29593194    0.212  29593194    0.212
99.8    0.2    500      29650162    0.213  29650162    0.213
99.85   0.15   667      29650162    0.213  29650162    0.213
99.9    0.1    1000     29680184    0.214  29680184    0.214
99.91   0.09   1111     29680184    0.214  29680184    0.214
99.92   0.08   1250     29680184    0.214  29680184    0.214
99.93   0.07   1429     29694261    0.215  29694261    0.215
99.94   0.06   1667     29694261    0.215  29694261    0.215
99.95   0.05   2000     29700319    0.216  29700319    0.216
99.96   0.04   2500     29704433    0.218  29704433    0.218
99.965  0.035  2857     29705420    0.219  29705420    0.219
99.97   0.03   3333     29707418    0.222  29707418    0.222
99.975  0.025  4000     29708889    0.225  29708889    0.225
99.98   0.02   5000     29710351    0.229  29710351    0.229
99.985  0.015  6667     29711798    0.234  29711798    0.234
99.99   0.01   10000    29713382    0.243  29713382    0.243
99.995  0.005  20000    29714805    0.258  29714805    0.258
99.996  0.004  25000    29715184    0.265  29715184    0.265
99.9965 0.0035 28571    29715303    0.269  29715303    0.269
99.997  0.003  33333    29715479    0.275  29715479    0.275
99.9975 0.0025 40000    29715574     0.28  29715574     0.28
99.998  0.002  50000    29715783    0.294  29715783    0.294
99.9985 0.0015 66667    29715932    0.326  29715932    0.326
99.999  0.001  100000   29716082    0.424  29716082    0.424
99.9995 0.0005 200000   29716228    0.904  29716228    0.904
99.9999 0.0001 1000000  29716350    1.049  29716350    1.049
