#     time conns tot_conn  tot_req      tot_bytes    err  cps  rps  Bps  bps   ttfb   ttlb 1xx 2xx 3xx 4xx 5xx
1786182052   200      200   692910       97700310      0 200. 692k 97M7 781M 286.5u 286.5u   0 692910   0   0   0 
1786182053   200      400  1386385      195479285      0 199. 692k 97M6 781M 288.3u 288.3u   0 693475   0   0   0 
1786182054   200      600  2081759      293526019      0 199. 694k 97M9 783M 287.5u 287.5u   0 695374   0   0   0 
1786182055   200      600  2781695      392216995      0 0.00 699k 98M5 788M 285.7u 285.7u   0 699936   0   0   0 
1786182056   200      800  3479938      490668258      0 199. 697k 98M3 786M 286.3u 286.3u   0 698243   0   0   0 
1786182057   200     1000  4177621      589040561      0 199. 696k 98M2 786M 286.6u 286.6u   0 697683   0   0   0 
1786182058   200     1000  4876342      687560363      0 0.00 698k 98M4 787M 286.2u 286.2u   0 698721   0   0   0 
1786182059   200     1200  5573377      785841157      0 199. 696k 98M1 785M 286.8u 286.8u   0 697035   0   0   0 
1786182060   200     1400  6267599      883725459      0 199. 693k 97M7 782M 288.0u 288.0u   0 694222   0   0   0 
1786182061   200     1489  6968814      982596470      0 88.9 700k 98M7 790M 285.2u 285.2u   0 701215   0   0   0 
1786182062   200     1600  7665838     1080876299      0 110. 696k 98M1 785M 286.9u 286.9u   0 697024   0   0   0 
1786182063   200     1800  8361102     1178907382      0 199. 694k 97M9 783M 287.6u 287.6u   0 695264   0   0   0 
1786182064   200     1940  9058680     1277265180      0 139. 696k 98M2 786M 286.6u 286.6u   0 697578   0   0   0 
1786182065   200     2000  9755790     1375557390      0 59.9 696k 98M1 785M 286.9u 286.9u   0 697110   0   0   0 
1786182066   200     2200 10452476     1473789116      0 199. 695k 98M1 785M 287.0u 287.0u   0 696686   0   0   0 
1786182067   200     2400 11151298     1572322018      0 199. 698k 98M4 787M 286.1u 286.1u   0 698822   0   0   0 
1786182068   200     2400 11852242     1671155122      0 0.00 700k 98M7 789M 285.3u 285.3u   0 700944   0   0   0 
1786182069   200     2600 12548026     1769259666      0 199. 695k 98M0 784M 287.4u 287.4u   0 695784   0   0   0 
1786182070   200     2800 13246648     1867764368      0 199. 697k 98M4 787M 286.2u 286.2u   0 698622   0   0   0 
1786182071   200     2879 13946421     1966431966      0 78.9 699k 98M5 788M 285.8u 285.8u   0 699773   0   0   0 
1786182072   200     3000 14642636     2064597817      0 120. 695k 98M0 784M 287.2u 287.2u   0 696215   0   0   0 
1786182073   200     3200 15341100     2163080100      0 199. 697k 98M3 787M 286.3u 286.3u   0 698464   0   0   0 
1786182074   200     3300 16039123     2261500843      0 99.9 697k 98M3 786M 286.5u 286.5u   0 698023   0   0   0 
1786182075   200     3400 16736434     2359821194      0 99.9 696k 98M2 785M 286.8u 286.8u   0 697311   0   0   0 
1786182076   200     3600 17432944     2458028104      0 199. 695k 98M1 784M 287.1u 287.1u   0 696510   0   0   0 
1786182077   200     3800 18129096     2556184536      0 199. 695k 98M0 784M 287.2u 287.2u   0 696152   0   0   0 
1786182078   200     3800 18829057     2654879037      0 0.00 699k 98M5 788M 285.7u 285.7u   0 699961   0   0   0 
1786182079   200     4000 19524946     2752998386      0 199. 695k 98M0 784M 287.3u 287.3u   0 695889   0   0   0 
1786182080   200     4200 20219934     2850990694      0 199. 694k 97M8 783M 287.7u 287.7u   0 694988   0   0   0 
1786182081   200     4200 20916574     2949216934      0 0.00 695k 98M1 785M 287.1u 287.1u   0 696640   0   0   0 
1786182082   200     4400 21613310     3047455851      0 199. 696k 98M1 785M 287.0u 287.0u   0 696736   0   0   0 
1786182083   200     4600 22306278     3145163198      0 199. 692k 97M6 780M 288.5u 288.5u   0 692968   0   0   0 
1786182084   200     4700 23005071     3243692511      0 99.9 698k 98M4 787M 286.2u 286.2u   0 698793   0   0   0 
1786182085   200     4800 23702479     3342026539      0 99.9 696k 98M2 785M 286.7u 286.7u   0 697408   0   0   0 
1786182086   200     5000 24395709     3439770969      0 199. 692k 97M6 781M 288.4u 288.4u   0 693230   0   0   0 
1786182087   200     5200 25091813     3537920633      0 199. 695k 98M0 784M 287.2u 287.2u   0 696104   0   0   0 
1786182088   200     5200 25792845     3636766145      0 0.00 700k 98M7 789M 285.3u 285.3u   0 701032   0   0   0 
1786182089   200     5400 26488058     3734790178      0 199. 694k 97M9 783M 287.6u 287.6u   0 695213   0   0   0 
1786182090   200     5600 27185610     3833144010      0 199. 696k 98M2 786M 286.6u 286.6u   0 697552   0   0   0 
1786182091   200     5600 27883954     3931610514      0 0.00 697k 98M3 786M 286.4u 286.4u   0 698344   0   0   0 
1786182092   200     5800 28577271     4029367211      0 199. 692k 97M6 781M 288.4u 288.4u   0 693317   0   0   0 
1786182093   200     6000 29272580     4127404780      0 199. 694k 97M9 783M 287.6u 287.6u   0 695309   0   0   0 
1786182094   200     6092 29973543     4226240103      0 91.9 700k 98M7 789M 285.3u 285.3u   0 700963   0   0   0 
1786182095   200     6200 30671979     4324719039      0 107. 697k 98M3 787M 286.3u 286.3u   0 698436   0   0   0 
1786182096   200     6400 31366691     4422672431      0 199. 694k 97M8 782M 287.8u 287.8u   0 694712   0   0   0 
1786182097   200     6600 32070134     4521856894      0 199. 702k 99M0 792M 284.2u 284.2u   0 703443   0   0   0 
1786182098   200     6600 32768293     4620297313      0 0.00 697k 98M3 786M 286.5u 286.5u   0 698159   0   0   0 
1786182099   200     6800 33461806     4718081646      0 199. 692k 97M6 781M 288.3u 288.3u   0 693513   0   0   0 
1786182100   200     7000 34155876     4815944657      0 199. 693k 97M7 782M 288.1u 288.1u   0 694070   0   0   0 
1786182101   200     7000 34855833     4914638453      0 0.00 699k 98M5 788M 285.7u 285.7u   0 699957   0   0   0 
1786182102   200     7200 35553874     5013061375      0 199. 697k 98M3 786M 286.4u 286.4u   0 698041   0   0   0 
1786182103   200     7400 36254122     5111795202      0 199. 699k 98M6 789M 285.5u 285.5u   0 700248   0   0   0 
1786182104   200     7400 36955289     5210659749      0 0.00 700k 98M7 790M 285.2u 285.2u   0 701167   0   0   0 
1786182105   200     7600 37655278     5309357339      0 199. 699k 98M5 788M 285.6u 285.6u   0 699989   0   0   0 
1786182106   200     7800 38356198     5408185918      0 199. 700k 98M7 789M 285.3u 285.3u   0 700920   0   0   0 
1786182107   200     7998 39055592     5506799482      0 197. 698k 98M5 788M 285.9u 285.9u   0 699394   0   0   0 
1786182108   200     8000 39756715     5605657956      0 1.99 700k 98M7 790M 285.3u 285.3u   0 701123   0   0   0 
1786182109   200     8200 40456422     5704315502      0 199. 699k 98M5 788M 285.7u 285.7u   0 699707   0   0   0 
1786182110   200     8400 41155727     5802916507      0 199. 698k 98M5 788M 285.9u 285.9u   0 699305   0   0   0 
1786182111   200     8400 41854597     5901457177      0 0.00 698k 98M4 787M 286.2u 286.2u   0 698870   0   0   0 
1786182112   200     8400 41854997     5901513577      0 0.00 399. 56k3 450k    -      -     0 400   0   0   0 
1786182113   200     8400 41854997     5901513577      0 0.00 0.00 0.00 0.00    -      -     0   0   0   0   0 
#======= Percentiles for time-to-first-byte and time-to-last-byte =======
# use $3:$5 $3:$7 with logscale X
# $1     $2      $3         $4       $5         $6       $7
#pctl   tail   invtail   ttfbcnt ttfb(ms)   ttlbcnt ttlb(ms)
10      90     1         2954814     0.28   2954807     0.28
20      80     1         6114755    0.282   6114750    0.282
30      70     1        11077228    0.284  11077215    0.284
40      60     2        14161193    0.285  14161169    0.285
50      50     2        17514158    0.286  17514123    0.286
55      45     2        20997994    0.287  20997962    0.287
60      40     3        24448002    0.288  24447973    0.288
65      35     3        24448002    0.288  24447973    0.288
70      30     3        27725129    0.289  27725092    0.289
75      25     4        30701806     0.29  30701757     0.29
80      20     5        33288588    0.291  33288531    0.291
82      18     6        33288588    0.291  33288531    0.291
84      16     6        33288588    0.291  33288531    0.291
86      14     7        35448263    0.292  35448207    0.292
88      12     8        35448263    0.292  35448207    0.292
90      10     10       37181987    0.293  37181932    0.293
91      9      11       37181987    0.293  37181932    0.293
92      8      13       37181987    0.293  37181932    0.293
93      7      14       38516487    0.294  38516436    0.294
94      6      17       38516487    0.294  38516436    0.294
95      5      20       39510367    0.295  39510304    0.295
95.5    4.5    22       39510367    0.295  39510304    0.295
96      4      25       39510367    0.295  39510304    0.295
96.5    3.5    29       40223968    0.296  40223906    0.296
97      3      33       40223968    0.296  40223906    0.296
97.5    2.5    40       40721007    0.297  40720958    0.297
98      2      50       40721007    0.297  40720958    0.297
98.5    1.5    67       41056750    0.298  41056707    0.298
99      1      100      41426874      0.3  41426837      0.3
99.1    0.9    111      41426874      0.3  41426837      0.3
99.2    0.8    125      41426874      0.3  41426837      0.3
99.3    0.7    143      41523230    0.301  41523193    0.301
99.4    0.6    167      41587383    0.302  41587340    0.302
99.5    0.5    200      41631560    0.303  41631524    0.303
99.55   0.45   222      41631560    0.303  41631524    0.303
99.6    0.4    250      41663130    0.304  41663088    0.304
99.65   0.35   286      41687404    0.305  41687367    0.305
99.7    0.3    333      41706682    0.306  41706646    0.306
99.75   0.25   400      41736580    0.308  41736551    0.308
99.8    0.2    500      41759622     0.31  41759598     0.31
99.85   0.15   667      41777671    0.312  41777652    0.312
99.9    0.1    1000     41802209    0.316  41802190    0.316
99.91   0.09   1111     41806363    0.317  41806348    0.317
99.92   0.08   1250     41809819    0.318  41809805    0.318
99.93   0.07   1429     41815540     0.32  41815527     0.32
99.94   0.06   1667     41819794    0.322  41819784    0.322
99.95   0.05   2000     41824557    0.325  41824552    0.325
99.96   0.04   2500     41829091     0.33  41829091     0.33
99.965  0.035  2857     41831197    0.334  41831197    0.334
99.97   0.03   3333     41833429    0.339  41833428    0.339
99.975  0.025  4000     41835645    0.347  41835643    0.347
99.98   0.02   5000     41837746    0.362  41837745    0.362
99.985  0.015  6667     41839860    0.378  41839860    0.378
99.99   0.01   10000    41841957    0.399  41841957    0.399
99.995  0.005  20000    41844020     0.46  41844020     0.46
99.996  0.004  25000    41844452    0.465  41844452    0.465
99.9965 0.0035 28571    41844726    0.469  41844726    0.469
99.997  0.003  33333    41844920    0.473  41844920    0.473
99.9975 0.0025 40000    41845118     0.48  41845118     0.48
99.998  0.002  50000    41845360    0.519  41845360    0.519
99.9985 0.0015 66667    41845569    1.169  41845569    1.169
99.999  0.001  100000   41845777    1.379  41845777    1.379
99.9995 0.0005 200000   41845963    9.008  41845963    9.008
99.9999 0.0001 1000000  41846123   94.592  41846123   94.592
